symbol,timestamp,open,high,low,close,volume,trade_count,vwap
PEP,2024-03-13 04:00:00+00:00,165.1,166.14,164.74,165.3,4585789.0,73010.0,165.347964
PEP,2024-03-14 04:00:00+00:00,166.26,166.26,164.2,164.78,5155326.0,76065.0,164.863381
PEP,2024-03-15 04:00:00+00:00,165.06,165.38,163.64,164.66,21887267.0,90330.0,164.621672
PEP,2024-03-18 04:00:00+00:00,167.05,172.18,166.95,171.26,10478533.0,133748.0,170.798419
PEP,2024-03-19 04:00:00+00:00,171.1,172.65,171.0,171.8,7653926.0,92635.0,171.783018
PEP,2024-03-20 04:00:00+00:00,172.3,173.1,171.12,171.86,5046920.0,81872.0,171.962678
PEP,2024-03-21 04:00:00+00:00,171.92,173.42,171.05,172.45,4343007.0,73904.0,172.559522
PEP,2024-03-22 04:00:00+00:00,173.02,173.1,171.76,172.02,4106531.0,59899.0,172.170891
PEP,2024-03-25 04:00:00+00:00,172.2,173.09,172.108,172.6,3941985.0,65244.0,172.6083
PEP,2024-03-26 04:00:00+00:00,172.17,172.97,171.815,172.73,4593166.0,69957.0,172.419027
PEP,2024-03-27 04:00:00+00:00,173.998,174.69,173.05,173.57,4911274.0,69929.0,173.616633
PEP,2024-03-28 04:00:00+00:00,174.76,175.81,174.37,175.01,5710539.0,84257.0,175.138034
PEP,2024-04-01 04:00:00+00:00,175.57,176.23,172.65,172.98,4815366.0,72973.0,173.438284
PEP,2024-04-02 04:00:00+00:00,172.94,173.87,171.36,171.44,5158492.0,67803.0,171.998485
PEP,2024-04-03 04:00:00+00:00,170.0,170.92,168.7,169.68,5828024.0,84295.0,169.980868
PEP,2024-04-04 04:00:00+00:00,170.92,171.78,169.33,169.65,5422567.0,76904.0,170.261152
PEP,2024-04-05 04:00:00+00:00,169.4,169.97,168.065,169.14,4412390.0,78687.0,169.164462
PEP,2024-04-08 04:00:00+00:00,169.15,170.05,168.74,169.58,3755725.0,61132.0,169.572555
PEP,2024-04-09 04:00:00+00:00,170.225,170.72,168.73,170.61,3774304.0,60058.0,170.139537
PEP,2024-04-10 04:00:00+00:00,169.57,169.63,167.77,168.95,4581676.0,70749.0,168.691829
PEP,2024-04-11 04:00:00+00:00,169.62,169.87,167.77,168.36,4241563.0,60992.0,168.538202
